Gene	BioVar_ZT2	BioVar_ZT4	BioVar_ZT6	BioVar_ZT8	BioVar_ZT10	BioVar_ZT12	BioVar_ZT14	BioVar_ZT16	BioVar_ZT18	BioVar_ZT20	BioVar_ZT22	BioVar_ZT24
AT5G26260	3.486884528	3.382671873	3.907265899	3.373721621	2.796883769	4.425072525	4.088710549	2.799812743	3.197353263	4.518703597	4.615947348	2.734742681
AT4G14630	3.081133285	1.9729327	1.885030997	0.583938569	1.520999972	2.056795612	1.452836099	2.205129245	1.678532823	2.436924144	2.26968706	2.88907816
AT4G14400	1.523084145	NA	NA	NA	1.573193166	3.285031271	2.435714504	1.713184476	1.791650409	2.203737133	1.738281149	0.933628539
AT3G02550	1.595245761	1.220779097	2.169460555	NA	1.643969414	3.061225548	3.88393358	3.33626246	1.475718098	2.078695687	1.546078932	2.211461651
AT2G34925	2.060853485	1.0584223	-0.116211525	1.812703618	0.389235966	1.976150618	0.429512259	1.341316698	2.381058388	1.075798594	1.998804125	-0.468354471
AT4G12510	4.736618254	3.79422718	3.809611319	4.023847443	3.847559867	4.57953343	3.645181987	4.787873284	3.561949664	3.790973946	4.44524991	3.914286729
AT5G51720	4.837181113	3.369535688	3.915852062	3.974059009	3.644023851	5.864743758	4.326166877	4.453859768	4.641958737	6.401200774	4.956442447	4.580411847
AT1G71030	2.419855802	0.204339297	1.166207349	1.550533772	1.007087968	-0.192213698	-0.510186641	-0.25744224	-0.5125047	0.301064007	-0.936021988	0.181790396
AT1G66100	5.189502698	3.954879701	2.957067516	2.469112107	3.512823157	3.985426928	2.25824589	3.391308224	3.221509295	4.364709203	4.814474414	5.689393697
ATCG00350	4.519013174	4.18507755	3.606622194	2.380715518	2.567011285	3.380599779	4.843327278	2.871696951	0.717593947	3.305421928	3.890784067	4.963207339
ATCG00340	4.626210305	4.361180831	3.796724141	2.590965548	2.681355153	3.336596624	5.010218506	3.153129369	0.579221227	3.379326445	4.120167386	5.387373514
AT1G24530	2.491413767	2.113257723	2.691544048	1.967421973	1.68113201	2.213640995	-0.767851057	-0.101726413	-0.809506	-0.745216368	-2.450690241	0.877405535
AT5G47450	2.508917671	2.437162708	2.159942949	0.529845131	1.056905755	NA	0.875191964	0.937331724	2.225949211	2.987469417	2.523024193	2.506900467
AT5G23940	3.529512991	2.467243901	3.082965884	3.175543636	2.639109931	3.268846466	0.319540599	2.42346252	1.581270785	2.679180849	3.629118596	3.038116177
AT5G20790	1.691844976	4.142076877	4.59601573	4.483726809	2.913646023	4.730871572	NA	NA	NA	NA	NA	NA
AT5G03285	3.738215241	1.130421433	2.053432535	1.986615613	1.494479396	1.603928277	2.112036399	2.168944901	1.048511581	3.411246324	2.102214951	1.841357053
AT4G36430	2.154546308	1.084394051	2.122030103	0.634235629	1.144957756	1.31684157	0.532610735	0.81165989	0.987996888	2.400687571	2.15753315	0.427816933
AT5G45080	2.055223393	0.983532068	1.37620675	0.728060939	0.412260051	1.757512717	1.517235893	1.848772877	1.518825508	1.981984112	1.595945814	0.731104332
AT4G17280	2.167922267	1.15529522	1.485377501	0.362861775	-0.021584123	1.918872189	1.235506884	1.419465676	0.298394116	2.577545668	1.998466942	1.803050384
AT3G12145	2.219418474	-0.314354892	0.072796764	1.713966503	0.322290721	0.402283061	0.958038713	1.265662703	0.560975624	-0.148203097	1.674137477	1.528729825
AT3G57157	3.040312671	3.448402484	1.117936537	1.689654676	1.621513717	2.511184311	1.421108413	2.910962793	2.523013333	3.428022203	3.158471375	3.107381941
AT3G17998	2.627396912	2.93503943	4.058580432	3.733000158	2.495038271	4.094760397	2.098201317	0.263723277	2.31533508	2.35903936	-1.326330934	1.378110571
AT2G22122	2.782798118	0.355644581	-0.248171016	0.811676883	-0.446339864	1.821236367	1.280042467	0.558425131	1.946676885	1.124988663	1.352149884	2.087114691
ATCG00270	4.327089888	3.700458716	3.391313676	1.79296289	2.097795928	2.233163413	3.916512285	2.39815223	-0.01266711	3.24801647	3.017152024	4.814051488
AT4G08770	2.367258816	1.374696983	1.504338537	-0.551062971	1.460919172	2.093951912	1.614477011	2.429456854	1.48704393	2.740800206	2.663534866	2.292624884
AT3G29590	2.165965071	0.04796229	2.607971278	2.015864316	2.786150779	4.378977212	0.729327315	3.298072633	2.342637158	NA	NA	NA
AT2G35736	2.187657983	0.130949253	0.663618424	-1.186199212	2.025164473	1.374394843	0.179892286	0.097697857	-0.8382189	0.904134038	1.351072641	-0.182490866
AT5G14920	1.925033183	-0.479675514	1.994132449	1.641554071	2.813739315	3.332592884	0.899409627	0.360812026	0.29217386	0.678333095	0.724770534	0.57349421
AT2G19590	2.206553067	1.887911952	1.890602022	0.676742974	1.895014567	2.883247187	2.246030716	1.921134541	1.78537638	1.91875985	2.759013297	-0.747073332
AT5G17220	4.012944361	1.988035984	4.285604956	3.560748363	4.640427195	5.6198373	2.138211503	4.908662351	4.217928502	2.997157074	4.356319342	NA
AT5G54510	2.729726195	1.52272938	1.730246964	1.013339502	0.595494791	1.914869037	1.111461753	1.013910968	1.242462711	0.1399821	1.557274076	2.622425679
AT1G64590	1.569916656	0.757018644	NA	0.330388944	-1.014819137	1.924815245	0.435647802	1.406012294	1.592283915	2.526298348	NA	1.638134086
AT4G03540	1.550940033	1.527170833	-0.701148617	-0.601328346	-0.133784209	0.841578703	0.47848813	NA	NA	1.403460412	NA	NA
AT5G65390	3.748053811	2.028044875	1.277762323	1.682044038	0.124122434	2.035788792	0.286340091	1.747451326	-0.1845509	2.174633701	2.47122088	1.445014654
AT1G73120	4.304350791	4.447454742	1.060117842	0.873856427	NA	2.61402563	0.15142365	2.635268735	2.201603957	2.347269391	3.303993011	2.571357218
AT3G25770	3.152760869	2.190233985	2.679168477	3.944599328	3.762210033	2.658392219	4.339409979	4.749867099	3.230645884	4.597152636	3.32840609	1.408681375
AT5G63660	3.518123498	2.602495605	2.455872483	2.50454805	2.541005426	3.173155499	2.298599279	4.025764615	1.728386116	4.589639836	3.8159599	2.903878274
AT5G64120	3.587484415	3.059360011	2.732797382	4.529414	4.172700272	5.123450778	2.901057446	3.483792488	2.873839464	2.796272201	3.544152736	4.683615952
AT3G09220	2.052410558	2.384521663	2.22509817	1.89005471	1.106447094	2.677002964	1.980945486	1.766666945	1.692944204	2.303045065	2.553108685	1.024128888
AT2G28790	3.411725594	1.902036916	2.171146956	2.974631173	2.010863075	2.799285246	1.085464097	2.344401645	0.758716688	2.129771005	1.035284843	1.028791641
AT1G72360	1.889048009	-0.096798371	0.828465587	0.032307443	1.153255358	1.884137188	-0.375793168	-0.00964818	0.881364691	1.657435915	1.384140928	-0.612967355
AT1G67148	2.753412898	2.70864774	2.270723237	-0.617402225	1.81994257	2.108490938	2.056312339	2.184768803	2.464110186	2.354134107	1.933493358	2.888492953
AT1G67920	1.247241425	-1.01806038	-0.846351627	-1.266115179	-1.814355173	-1.193069455	NA	NA	NA	NA	NA	NA
AT1G71740	1.840251216	0.080961733	1.143249001	0.620169778	-1.176365701	1.050169676	1.028593664	1.591498801	1.273275116	1.354733085	1.822424119	1.862396273
AT3G12580	4.266572514	0.116249281	-0.08657341	2.364399589	-1.323252798	0.108552764	0.170099631	-0.183404685	-0.3163183	0.220058373	-0.221681302	0.248824003
AT3G45140	3.433352764	3.166804267	4.112672787	4.318977856	4.187398206	4.30001261	4.342924892	4.10361413	3.364865755	4.205287235	4.890918963	2.605449812
AT1G75120	1.634385785	1.06767758	0.255829304	0.495274626	-0.784144097	-0.196958985	-0.320559739	0.727397444	-0.1930878	1.206574518	1.458812436	0.825288464
AT5G38020	2.420156659	2.871397574	3.143836658	1.756032735	1.455292706	2.715606521	2.061351387	1.43426431	1.562217435	2.769417334	2.351694322	-1.10721183
AT3G58550	3.067632713	2.330325289	1.658293922	2.019709872	1.749598725	3.395709224	3.401964755	3.206021514	3.093508199	4.526049285	4.323514121	1.703825136
AT2G42870	1.551754233	-0.334940602	0.044945459	0.202394343	-0.46782955	-0.440481117	-1.421027869	-0.496714041	0.652800762	0.564355671	0.490826262	2.143659294
AT1G11600	2.346377321	0.003409048	1.504812701	1.678692318	1.496567534	1.894562481	-0.765761358	1.659015529	1.115939388	2.04884649	2.110356555	1.651637591
AT5G53450	3.654319866	3.229840766	4.368640298	4.135223097	3.916371293	4.960672638	5.27038681	4.753044703	6.480697319	4.476552149	4.972259023	4.628485475
AT1G53870	1.560962247	-0.774323918	1.695908085	0.990757117	0.088067282	-0.139232106	1.188205595	-1.553989996	-0.280832	-0.504970888	-0.222304801	0.193534658
AT3G07720	4.19244322	3.080335847	0.417916895	-0.889598233	-0.443897525	1.195294304	1.790163976	2.710184243	3.232250576	3.703252064	3.565051607	2.168912839
AT4G08950	4.20653027	2.242700971	1.27096354	0.802158768	-0.239012191	0.726581594	1.124609863	0.693396847	0.775818941	1.255383219	1.628041827	1.123611724
ATCG00280	4.137102339	3.145043499	3.161667287	1.211124698	1.775414577	2.238531599	3.781504272	2.048141507	0.399746324	3.471871861	3.182806561	5.178446884
AT1G22065	1.995611588	-0.476107959	-0.186694301	0.390998496	-0.632965693	0.2363548	-0.150164758	0.158295958	0.443916404	2.279645575	2.056635279	1.896876086
AT2G01505	2.044489395	0.416749399	-0.579722788	-0.128472704	-0.376416213	1.311631219	-0.893154997	1.152264181	-0.1170302	0.776346936	-0.261730927	0.414226735
AT3G15450	4.056756789	2.410766032	2.812234741	3.203622922	3.016070906	4.32122312	3.778885005	5.328190529	4.703669221	4.361340961	3.659535067	3.393247458
AT3G62450	3.092781336	1.922951142	0.511822548	0.853740198	0.284563505	0.509514081	1.032638231	1.528585975	1.474579182	2.363483374	2.907302159	0.477466816
AT1G74770	2.395823806	0.539196809	-0.451835597	0.333752662	-0.823424416	1.614223997	0.962290112	2.381088972	2.028853902	3.151533686	1.983874461	1.232629073
AT2G38530	4.483361966	2.862696513	2.500140237	3.948131438	2.462900258	4.066455114	2.495810731	3.377460104	3.835157665	4.179516977	4.011927586	4.827966767
AT1G75240	2.219226043	-0.104543488	0.596812306	0.824503172	-0.535388082	1.224391397	1.147263259	0.446903724	0.827760896	1.409445482	1.286038411	1.459251151
AT3G16660	3.961793826	2.988752829	3.154573999	3.175512832	4.123051458	3.868061892	2.742272948	2.158993314	1.973414174	1.449547392	2.235049166	2.836628904
AT1G64220	1.972983403	0.506286757	0.817724096	1.056129314	1.362437881	1.714574356	1.403094317	1.305327494	0.283566952	2.712248641	3.1504574	1.760809734
ATCG00890	1.982908192	0.349175025	-0.057121682	NA	NA	NA	NA	NA	NA	0.629634971	NA	2.348655635
AT3G46700	1.661672583	2.007251978	2.139822113	1.036445811	0.892962486	2.393581859	1.713329246	0.8981252	0.989375317	2.327205384	1.959586066	-0.524171109
AT3G45070	1.571725737	1.923086559	2.338124915	1.804454156	1.714508296	2.797463106	2.209539844	1.865218489	2.163313801	2.569842244	2.530205476	1.440877652
ATCG00820	2.637479457	1.95733001	2.156725395	0.169656113	1.501957042	1.51550659	1.578340303	0.887581815	1.518593492	2.532117875	3.042501383	3.449121291
AT5G28640	2.250836627	0.523893794	0.792278661	0.806925097	-0.666058585	1.12684421	-1.112730161	0.517701609	0.126922513	0.940559919	1.430158364	1.17486467
AT4G02270	2.642442513	2.098556685	1.235778193	1.31134346	-0.666621569	2.297667443	0.77682748	2.220819141	2.256188424	1.535181483	1.748926078	3.127869919
AT3G47510	2.541594506	0.708386902	1.085645653	0.889985209	1.229074491	1.954661608	-0.166497324	0.055716238	0.302561089	-0.072363442	0.608892744	-0.274121086
AT3G57160	1.817903134	-1.733599561	-2.224378123	0.097979691	-1.473408025	0.216469035	-1.521006771	-0.16990953	-0.7479976	1.270002166	-1.469951977	0.197424449
AT5G01600	4.40164637	5.372467465	5.654896025	4.21307721	2.098465115	3.790980962	4.972484635	2.177129471	3.322096172	3.523610626	4.321769983	5.034899307
AT2G01530	3.531086715	3.525536702	4.805960456	3.745961776	2.131802631	4.404524061	3.877195418	3.552927004	3.859764617	5.285578831	5.23861536	3.023567212
AT4G11880	1.384004864	-0.36833471	1.461623208	0.333255603	-0.689963277	NA	0.384928236	1.351721277	1.320887923	2.692441626	2.400505962	2.01033514
ATCG00520	2.398705541	0.568348595	0.915865277	0.326331543	0.201821499	0.372558218	1.418718485	-0.382441115	-1.400917	2.168568058	2.339904181	4.449053072
AT2G25160	1.334346906	0.926244578	1.481246432	1.014020177	1.292499263	NA	NA	1.010475326	0.416117251	1.723038511	1.936028418	0.811834433
AT1G70850	4.258584171	4.947347913	4.551891008	4.094231575	3.65173026	5.043354797	4.395753093	3.632324363	3.84551955	4.62641834	4.600726803	1.716060094
AT1G11080	2.354856973	0.976349366	2.206690955	1.538283601	1.48769159	2.629242254	0.911958699	2.470991796	2.000049987	2.6842051	1.634143958	1.186377432
AT1G74460	2.392816123	2.6975016	2.300000584	0.726419202	0.385235195	2.277882162	2.515413243	2.740047598	1.853052141	3.45030941	2.711747939	2.517764418
AT1G19960	2.154772072	1.411762683	2.592749811	1.111835967	3.660098017	4.928775283	1.405884067	1.14819299	1.405272117	2.806285459	2.200624995	1.750160825
AT1G69970	1.250473128	0.014993929	-0.721118182	0.349365153	-0.004670659	0.738336989	1.475292921	1.012844078	-0.3575506	1.1314252	0.072588078	NA
AT3G03190	2.866373749	0.084680985	0.423782209	2.345673216	1.756441593	1.447964957	0.769116455	0.136820042	-0.1987016	1.448038372	0.253654449	0.646205044
AT1G04425	1.89026546	0.454873802	1.004082605	1.059849482	0.17945119	-0.788884614	0.599520008	0.227083874	0.611169248	0.418656526	0.42095691	1.227992511
AT2G29300	2.184991373	-0.197107315	0.420548971	0.960259086	-0.132937596	0.708524313	1.194465549	-0.881377107	-0.06353375	-0.368423918	-0.642720025	-0.248067277
AT2G07732	3.846312609	1.716175924	4.181197967	1.311573359	1.453987307	2.140408421	2.736811689	1.504309323	1.181671644	3.268904691	3.391296918	5.885232653
AT5G01881	1.097127413	0.205288149	-0.678475829	-0.800915341	-1.318928579	-0.119529926	-0.914024966	0.410610935	-0.7995081	1.244428734	0.366526544	NA
ATCG00720	3.470275702	2.183365437	2.948780059	1.519644789	0.619854534	2.441185344	2.617265925	2.219143503	-1.063133	2.439413908	3.208723044	4.872797563
AT1G53635	1.431906378	0.427305526	NA	-0.713209796	NA	NA	NA	0.968493605	0.764192433	0.575350349	1.586546845	-0.278696145
AT2G37130	3.191671403	2.101479415	2.588676637	3.149789693	1.387577752	3.330725485	2.954917176	3.811079484	3.371965869	4.563268323	4.305384055	3.364680297
AT2G22510	2.528391773	3.529408115	2.984651083	1.606200824	2.04190656	2.681533305	2.841676154	3.244350649	2.219185728	4.26898543	3.580531515	3.29881108
AT2G05510	2.373180307	1.456538526	2.944809981	1.492231743	1.91764875	3.22874532	2.323318112	1.513372299	2.064871397	3.729302734	2.064064545	3.115338111
AT4G39070	1.141616943	NA	NA	-0.107821774	-1.502467084	1.200000487	-1.314067434	0.758188923	0.086110939	-0.006951444	-0.165785708	-0.539600662
ATCG00330	3.986896184	4.017965321	3.838452867	2.089081395	2.756799102	3.370213102	4.598013801	3.526623028	1.554357201	3.601239167	4.314098157	5.387001523
AT4G12870	1.178639228	0.058895347	1.215302619	0.624322933	-0.203156246	0.437369884	0.142281464	1.505406889	0.047293073	-0.470982843	0.830248638	0.522733274
AT1G02710	1.203384122	1.173365076	-0.582933144	-0.547336215	-0.411431221	-1.695661381	-0.236105928	0.69624166	1.287362703	1.51953573	2.196756623	NA
AT5G44568	1.978713996	1.896011666	3.255128021	2.814855466	2.662980255	2.55876887	0.877193967	0.80048619	0.524365305	1.787318872	1.467330324	1.453029834
ATCG00020	4.600831708	2.206133754	5.013481195	2.472848693	1.767001748	3.412315854	3.735764742	2.133023816	2.630071329	3.787797936	3.142652428	6.873844748
AT5G23660	2.014393186	1.14707567	1.118805546	1.172013911	0.617559359	0.499894097	0.125521594	0.993700304	0.64012187	-0.330778821	1.158708757	0.217209082
AT5G43540	1.20446073	0.824000713	-0.269333783	NA	0.192625987	0.509558564	0.394259877	NA	NA	NA	1.381400728	0.376558018
AT3G30720	1.751487472	1.444654135	1.559222946	2.668545389	0.467128538	1.902245137	0.824805444	0.570378864	3.383079911	1.287538526	1.9424794	1.325158569
AT4G12550	2.093498381	2.56080253	3.178935079	1.355769819	1.802168293	3.907771829	3.891090703	1.759829322	2.358524214	3.497412275	3.831594599	3.178817513
AT3G23730	3.849056098	1.424531973	2.3464425	1.459633096	-0.127908323	-0.575317876	1.774659734	0.964047756	0.05933216	1.220886873	1.837937114	0.776559756
AT3G61898	1.771217668	1.275388705	1.899371911	0.257332636	0.072847133	2.44848639	NA	NA	1.132256794	1.528868376	NA	1.285853093
ATCG00490	4.057188412	1.64926549	4.198355432	1.93147696	1.505110396	2.590927483	3.292654986	1.981323521	0.797245225	3.89310666	3.421585198	6.148162343
AT1G73330	4.339629099	5.272988566	5.274589282	4.955619615	3.731877561	5.228015216	5.021740142	4.831161222	5.068005032	5.305120306	5.011792869	2.413575701
AT2G06925	2.38576881	0.087862637	1.737293852	-0.210261887	0.503867199	1.267521253	0.837934527	0.056335155	0.289907632	-0.933813077	-1.655102889	0.32433281
AT1G49320	1.924169412	-0.576045802	-0.520848699	-0.489128416	0.210808121	0.660753217	-0.378293748	-0.000861628	0.433762756	0.656013221	-0.62098818	-0.507260147
AT2G22330	2.765790761	1.766256178	1.191757391	2.018244823	-1.733809339	0.284040589	0.871967434	1.345451489	0.09934947	0.818459049	0.628529393	0.097766523
AT5G15970	4.04752294	3.396359776	4.23699625	4.247256254	6.060292026	5.702712255	3.990887889	2.338940008	2.977252228	2.864830767	2.596584096	1.947220481
AT1G80440	1.031055147	0.553760787	-1.074112995	-0.696665824	-0.539512031	NA	-0.041294614	1.892897711	2.124594111	1.746809085	0.512773044	0.327114542
AT5G44580	4.322552356	2.69241771	4.095393353	3.760771886	3.086180048	2.170411221	3.206652605	2.041174403	-0.6180132	1.259466733	0.935039971	2.834330042
AT1G25098	2.729334733	-0.02262167	1.116032354	-0.950614619	-0.896886691	0.266332951	-0.124035668	-0.935444276	-1.139881	-0.449617897	0.546323767	2.873924747
AT1G13260	1.320617572	0.539196809	1.274428366	0.708472671	0.804401255	1.003970124	-3.17031626	-1.296243886	-1.26152	-1.168008021	-1.019889216	-0.543524492
AT2G36854	1.320617572	2.385344604	1.822389796	2.711918969	2.390300047	2.484419904	3.149200388	2.711309692	1.645502387	3.68462175	NA	2.168671296
AT1G73480	1.882321333	1.276026066	-0.42625301	-0.936939485	-2.407776359	NA	NA	NA	NA	NA	NA	-2.057217428
AT1G08115	2.70652027	3.073384656	1.454365043	2.49641192	3.732136971	3.437115227	2.562989905	3.077999123	2.575205635	3.533320735	4.096034635	3.476919107
AT3G21510	4.009043475	3.647153137	2.002220947	2.06843936	3.001927736	3.367291961	0.500502516	2.548230246	1.539600501	2.341006309	2.643185392	2.501524305
AT4G37483	2.006494039	0.520826507	0.603888953	1.428137225	0.158701637	2.298337752	1.45454366	1.878495588	1.210720277	2.13615299	3.080201765	2.541107947
AT4G11650	3.002640499	2.759850338	3.438054662	0.630020142	2.839856515	3.076602803	1.860893317	2.491037478	2.276555571	2.655277611	2.950828473	2.737404318
AT3G53980	3.358425276	3.180358247	3.568976934	2.112411681	4.02920364	3.719835176	2.726855984	2.258076611	2.895894724	3.304098955	3.768517662	3.469433014
AT1G62510	4.527732506	2.110019646	2.689296941	1.738190234	2.706911853	2.110807371	-0.020572289	1.000721814	1.267289127	1.688718374	1.562910312	2.265533343
AT5G25090	2.661980672	1.239052451	1.993598085	2.377573507	1.181320005	2.21487408	-0.060832724	2.248015148	0.699095068	1.626291823	1.800371128	1.165350766
AT5G22580	2.900286021	0.215542856	2.319336433	2.27253407	1.295232674	2.705487634	1.051224609	1.773361545	1.236600342	1.393736167	1.191819587	2.932013706
AT4G36610	1.902650409	1.686988439	0.933732828	-0.418332435	-1.047295866	1.080671335	1.130853275	1.084407501	0.100591888	1.65504071	1.22039589	1.701880772
AT4G12545	2.683043334	2.778336541	3.548482973	2.987243012	2.431438538	4.166646589	3.91956894	3.535648748	2.431462924	4.596800684	4.289008985	4.388792199
AT4G11320	4.091273937	4.305536627	3.745910844	3.843530221	3.077206083	4.252898496	4.3967179	4.033026032	4.263630835	4.733626195	4.728429833	1.699312464
AT5G07840	1.501811412	0.202991281	0.819956584	2.453388349	1.31639178	1.532907216	3.08811574	1.023740442	1.953169495	2.942459642	2.964152023	2.614616227
ATCG00680	3.123556292	1.62914727	2.657617938	0.598557319	0.416966749	0.73265621	2.610310704	0.525245951	-0.2013391	2.554555405	2.30172513	5.22434585
