Gene	BioVar_ZT2	BioVar_ZT4	BioVar_ZT6	BioVar_ZT8	BioVar_ZT10	BioVar_ZT12	BioVar_ZT14	BioVar_ZT16	BioVar_ZT18	BioVar_ZT20	BioVar_ZT22	BioVar_ZT24
AT5G04850	-0.945220343	-1.535080082	-1.394157799	-1.286128017	-3.47031985	-1.646628821	-1.025862671	-1.936078937	-1.495764	-1.270901069	-1.755618998	-0.411794383
AT1G75170	-1.195621467	-0.942844808	-1.692883594	-1.868774447	-2.793951249	-0.794529891	-2.313287597	-0.370896616	-1.318731	-0.364776111	-0.202835712	-0.901404257
AT4G32285	-1.532876342	-0.68303237	-1.530527631	-0.707251958	-1.052300118	-0.389567692	-1.511949709	-1.176879065	-1.630838	-1.21857989	-2.153214353	-0.67844292
AT2G45590	-0.517521537	-1.811056519	-2.170906948	-0.624128048	-1.349610232	-1.966345959	-3.18113287	-1.725837726	-2.303701	-2.625063373	-1.126393691	-2.093051587
AT1G63900	-0.761552719	-2.195425216	-1.921346386	-1.804900188	-1.923732168	-1.335981293	-0.904167889	-2.824684188	-1.384976	-2.344650223	-2.479051122	-1.671706192
AT1G62020	-0.917371815	-1.18428454	-0.754459286	0.49888639	-0.71727982	-0.621462306	-0.868821611	-0.640362503	-1.609305	-0.582186296	-1.838045398	-0.587551888
AT2G16860	-1.803533659	-2.526079392	-2.197734359	-2.58495892	-2.943080958	-1.596962038	-2.138337597	-1.322910565	-2.742935	-1.99962662	-2.079732891	-1.396444617
AT5G45360	-1.180322691	-2.308140689	-2.544259573	-1.158451456	-3.127090675	-1.995731112	-2.005086938	-2.409365436	-0.9223559	-2.481446938	-1.623805321	-0.732930159
AT1G78180	-1.37272365	-2.047150009	-1.630649963	-2.219969798	-2.741136149	-1.844743021	-2.623033511	-0.746089094	-1.004914	-1.041351303	-0.410966673	-1.816949883
AT1G60800	-2.656412834	-2.290733808	-2.436325621	-1.211910694	-2.836410925	-1.873534151	-0.19564862	-0.053154267	-1.284962	-1.522265137	-1.284995803	-1.635069824
AT1G26180	-1.083949349	-0.836228765	-2.406101198	-1.248010615	-2.370641842	-0.280891099	-0.537812786	-2.682845478	-0.2263165	-1.17664194	-0.016790982	-2.434588996
AT3G61980	-0.54023508	-1.699387293	-2.7824405	-0.75529984	-1.928386547	-1.396283952	-0.829438518	-1.015138759	-0.9233284	-1.509964649	-2.23697903	-2.870778856
AT5G28300	-0.592714801	-0.832248412	-1.573161321	-0.698914465	-0.450433679	-2.515600296	-1.454532541	-0.500469071	-2.334811	-0.072163603	-0.358926338	0.870752078
AT3G15020	-1.385264072	-0.762416443	0.139647435	0.51390164	0.487962609	0.489164071	-0.491646868	0.301319167	-0.3298737	1.179550586	0.035262163	0.199482069
AT1G11592	-0.556593591	-1.806779976	-1.389615803	-1.097864015	-1.196981156	-0.461604972	-0.988063052	-2.430133763	-2.688736	-0.761406757	-1.616284348	-2.379145686
AT2G26510	-0.556593591	-1.76493916	-1.092736052	-1.327193983	-2.909618819	-0.316027815	-1.630954991	-1.108407233	-2.092766	-1.1996234	-2.111142034	-1.439060141
ATCG00190	-0.398861736	-0.470087547	-0.309527675	-0.612146644	-0.666620674	-0.261766295	-0.595577596	-1.560256894	-1.613793	-0.831045712	-0.033379646	-1.572343477
AT5G49820	-1.549346832	-2.546315259	-3.037478703	-1.975793833	-1.906536009	-1.586408472	-1.716694423	-1.322974365	-1.396648	-1.451306965	-1.35246247	-2.037044515
AT1G64040	-1.964708506	-1.498660535	-2.179434617	-3.146237964	-3.061495461	-1.329856074	-1.158398866	-0.44113287	-0.4592149	-0.894420426	-0.036521688	-1.22941331
AT4G08700	-0.42123627	-1.853331793	-1.209477938	-1.803480933	-1.363070146	-1.255949326	-2.369148991	-1.24416994	-1.331113	-1.264993017	-0.457774086	-1.086240855
AT5G22830	-1.404399326	-1.296861318	-1.149667155	-1.27925441	-0.759507851	-0.844668701	-1.084944464	-1.4904929	-0.7322463	-1.275493658	-0.618852927	-2.293822851
AT2G43235	-1.227604579	-2.292591852	-1.3519078	-2.35987995	-1.734306698	-0.939385783	-1.417553496	-1.346921516	-1.677915	-0.695408153	-1.675745419	-1.884881559
AT4G00830	-1.338289294	-1.858842762	-1.868486729	-1.309161759	-1.708085849	-1.176346756	-3.288448166	-1.934650248	-2.262996	-3.003850987	-1.67001404	-1.26971103
AT5G23140	-2.307650621	-1.30752412	-0.719650941	-1.117071561	-2.793077178	-0.595798505	-1.205034477	-1.49829116	-1.181377	-1.172334997	0.342980761	-0.989429319
AT1G01970	-1.677306858	-1.647579709	-1.932876431	-2.190908423	-2.313715916	-0.391541778	-2.047801532	-0.164704778	-2.404155	-0.0665017	-0.822767216	-1.709017048
AT1G04520	-1.405564966	-1.131187641	-1.408360404	-0.778230427	-1.827789116	-0.385976833	-1.813329643	0.280154294	-1.021526	-0.485970705	-1.998195347	-0.927758308
AT2G46470	-0.743540389	-1.550720484	-2.17234898	-1.238617145	-1.90221962	-2.029562772	-4.357253023	-2.538922963	-1.000672	-1.256453898	-1.018193741	-2.549041372
AT4G13050	-1.721101701	-2.222379383	-1.814490402	-2.580546613	-2.835468827	-2.077575865	-3.515710974	-2.768917507	-2.088643	-1.696245152	-1.705118653	-2.433752257
AT3G15710	-1.175123352	-1.31313147	-1.671002173	-1.214451091	-3.394695594	-1.221706216	-0.386880499	-1.246997988	-1.507884	-0.73724562	-2.066465105	-0.217474476
AT5G05670	-1.175123352	-1.795218254	-1.78890235	-1.156048739	-1.771674801	-1.826859729	-1.783596159	-0.965806285	-1.176961	-2.375177819	-0.249117597	-1.561509615
AT4G27740	-0.408064668	-1.070564141	-1.138321356	-0.461347527	-0.959640909	0.016113398	0.014557507	-1.342914183	-2.085172	0.727413366	0.337530902	0.065719325
AT1G78290	-0.900590507	-1.041662489	-2.478524794	NA	NA	-0.360439398	-0.668780361	-0.849448789	-0.62562	-0.406372277	0.362698016	-0.089153929
AT1G51710	-1.888288019	-1.125676085	-2.077303033	-1.139461815	-2.217065404	-1.123808741	-1.548103651	-1.54842322	-1.615916	-2.303122101	-2.037125877	-1.181197702
AT1G48780	-0.203536915	-0.555992155	-2.168980423	-0.881104872	-1.964585657	NA	-3.36373333	-2.090652274	-1.638332	-1.257706932	-0.138519988	-0.53160602
AT2G34050	-0.774763316	-2.263511238	-2.167398977	-1.997953973	-1.948645877	-0.958352317	-0.792664711	-0.998748892	-1.587533	-0.072492782	-0.634163789	-1.436071919
AT1G12780	-0.671071669	-2.545854559	-1.464075372	-2.692765196	-1.507353333	1.362574597	-0.64356357	2.242330702	2.167354722	2.519005214	2.10479264	2.33631611
AT1G18800	-1.462699669	-2.66597852	-0.021061519	-0.78003234	-0.955795825	-1.011659237	-1.085991017	0.91385844	-0.5507824	-0.659055019	-0.266626291	0.224106894
AT1G22930	-1.830243961	-0.286839038	-0.928825864	-0.947950272	-1.544823291	-0.180440095	-0.213010961	-0.805456665	0.03633612	0.380968277	0.345156827	-0.450529132
AT4G36640	-1.391647815	0.015580114	-1.33832066	-1.064444539	-1.21977956	-0.117532768	0.591660997	-0.116786849	-1.213402	-0.056088336	-0.498220152	-0.674848949
AT1G09900	-0.628302754	-2.932734182	-1.326087251	-0.526216351	-1.100712267	-0.203869386	-3.277703507	-1.337242648	-1.235888	-1.514348557	-1.504364687	-0.273415033
AT1G50510	-0.518803381	-2.741073714	-2.20853832	-2.024488739	-2.197537545	-2.173044935	-2.136433915	-2.069216128	-1.75374	-1.748168553	-1.209635112	-2.44745536
AT5G06300	-0.518803381	0.036774449	-1.683687913	-1.877764053	-1.635359514	0.310559913	-0.819704602	0.745987602	-0.7422789	1.210475271	0.900659224	0.819994811
AT1G61990	-0.662448332	-2.647125613	-1.230831166	-1.687588351	-3.684041736	-1.399655163	-2.204582856	-0.403372747	-1.583048	-1.243404353	-2.355000918	-0.998926715
AT3G23200	-0.332989519	-2.062296344	-1.57279478	-2.515900427	-1.507835705	-0.100259642	-1.918320142	-1.198787353	-1.376686	-0.729011162	-0.382199091	-2.001883649
AT1G69640	-1.538015317	-2.400563246	-1.755944505	-1.817948738	-3.468525864	-0.346820646	-2.059836275	-1.844883604	-1.301296	-1.282853988	-0.762169605	-1.493268301
AT5G13070	-1.647638365	-1.746950242	-2.244050254	-1.582457745	-2.48979917	-1.160393719	-1.212135386	-2.278219418	-2.32246	-1.913085259	-0.708053643	-1.701781351
AT1G45050	-0.788148565	-2.862023622	-3.26061771	-2.651483508	-1.7538073	-1.044609724	-1.937973986	-1.034311976	-0.5502938	-1.30854054	-0.071037412	-0.521595758
AT1G09645	-1.060971241	-2.467612528	-2.34199765	-2.183443948	-1.271665397	-0.212145689	-2.48510261	-1.432101533	-0.2800737	-0.85795129	0.6436889	-1.566305317
AT1G63690	-1.060971241	-0.790327819	-2.050700928	-1.25162071	-0.719387124	-1.098977979	-1.198062979	-1.418079098	-0.1839604	-2.244853706	-1.161446542	-2.555864113
AT3G04890	-0.958533332	-1.720188315	-2.028865131	-1.550213548	-1.464199778	-1.698582251	-1.542846856	-1.252051634	-1.219936	-0.410771812	-1.04849205	-1.31377739
AT3G48590	-0.686479939	-1.274521894	-2.934687631	-2.360249614	-1.652251504	0.457138951	-1.764970788	-1.417280074	-1.276724	-1.008076977	-0.328680071	-1.773474724
AT1G03140	-1.150245617	-1.299851986	-1.954947158	-2.269748449	-3.546865797	-2.131113262	-1.610631646	-2.444757667	-0.4602282	-2.111899366	-1.751384544	-0.32127347
AT1G09020	-1.150245617	-1.652339924	-2.123742024	-1.162594995	-1.64364779	-1.218006334	-1.69218764	-1.161281766	-2.048591	-1.386414486	-1.396767899	-1.542740408
AT1G74370	-0.927281957	-0.685022905	-2.175185501	-1.363854611	-1.319116794	1.004323973	-0.496080138	-1.720588345	-0.280812	-0.360328225	-1.15835806	-1.382909277
AT1G21000	-1.013512906	-0.450652321	-1.019525318	-2.029302339	-2.388049782	-1.097392998	-0.336175442	-0.054055281	0.176909171	0.526994775	1.918480756	-1.632936226
AT1G69800	-0.594552411	-3.146150846	-4.644590497	-2.12352953	-2.927200785	-1.680181512	-3.184919173	-3.027608974	-1.245232	-1.933737577	-2.564587653	-2.574497535
AT5G66290	-0.594552411	-1.340506163	-1.886384126	-2.360673913	-2.600115441	0.172225273	-1.923532196	-0.220561509	-0.7989074	-2.192857704	-0.430073632	-0.778027854
AT1G17730	-1.690605253	-1.473164836	-1.848496106	-1.756015281	-2.083362329	-0.760614085	-2.247852303	-2.134599496	-1.763894	-1.340232625	-0.683662219	-1.319568426
AT4G06599	-1.163077369	-1.801299088	-1.626234435	-1.813534038	-2.399339957	-0.549697392	-1.774133246	-2.959840398	-1.849434	-1.068435113	-1.512096947	-2.495931091
AT2G31160	-0.267770682	-0.658523208	-0.226231049	-1.100570968	-0.827344763	0.188864129	-0.695891592	-0.663012173	-0.3408447	-0.068731522	-0.426117745	0.784565857
AT3G52170	-0.558186151	-2.417084537	-0.418879942	-0.683990992	-0.330868872	-0.664975784	-2.770200239	0.409384221	-0.551435	-0.718325303	-1.746000514	-0.403252693
AT1G22640	-0.490677691	-1.294834522	-1.82210744	-1.214155335	-2.381335444	-0.499452019	-1.541460932	-0.335280869	-0.5568475	0.522912638	0.417067988	-1.737212227
AT5G44090	-0.921771711	-1.095655065	-1.997329984	-1.850189079	-2.70868607	-1.135751721	-1.679187264	-2.279904883	-1.824756	-2.199355003	-2.667243594	-1.864970726
AT5G15810	-0.837043245	-1.452788889	-0.129443124	-0.924564649	-0.337569316	-0.220909932	-2.927792449	-0.922398943	-1.804918	-2.043244887	-1.63055484	-1.51908795
AT5G19030	-0.640153262	-1.512089572	-3.494597679	-1.916390704	-1.729511936	-0.285929547	-0.945266897	-1.302754456	0.110617261	-0.496729403	-0.104758971	-2.034479309
AT1G21050	-1.967095059	-0.4751199	-1.438924009	-0.877534577	-1.420425163	0.033500272	-1.373385828	-1.289228319	0.167186991	-0.694164367	-0.248659269	-0.26591457
AT1G49730	-0.811280362	-2.353522577	-0.682050266	-1.089325167	-0.877641419	-0.743523607	-0.474188538	-1.648526721	-1.106786	-0.663891127	-0.607797174	-1.225181585
AT1G71980	-1.592415554	-1.247243443	-2.592870621	-0.528524726	-1.264397559	-0.129493988	-0.693556993	-2.116192517	-1.901957	-1.80677939	-1.384837596	-1.721274683
AT1G12530	-0.724368609	-1.743783585	-1.610993936	-0.372597039	-1.939037686	-0.578236266	-1.666680877	-1.749033293	-1.34233	-1.25006277	-0.709152034	-1.185583544
AT5G15390	-0.724368609	-2.656085347	-2.880859484	-0.990542404	-0.605486685	-1.280150922	-2.013258022	-1.727894385	-1.488746	-2.525631799	-1.242825807	-1.322419785
AT5G20380	-2.36086432	-1.683811869	-2.345462466	-1.904787946	-1.907100602	-1.639489867	-1.887666065	-0.745861882	-1.74977	0.112911427	-0.133543508	-0.434634819
AT5G53280	-1.517186052	-2.318203987	-2.675836921	-1.704046453	-1.058865293	0.363364889	-3.18113287	-0.479561584	-1.44094	-2.372356366	-2.406471528	-1.724077004
AT5G62610	-1.427258161	-1.933485449	-3.12807437	-1.831829047	-3.120722936	-0.70192716	-2.29527847	-2.897276114	-2.021038	-1.090631431	-2.745773405	-0.467303085
AT4G12560	-1.453139733	-1.366971286	-2.39764568	-1.068897381	-2.302586575	-0.181679144	-0.720479748	-1.568619302	-1.537713	-1.174869414	-1.226140261	-1.871330886
AT3G04470	-0.898558325	-3.63345952	-1.919529157	-0.820441464	-0.894675326	-3.251344582	-3.318274698	-2.204538293	-1.14516	-1.736108659	-1.287352509	-1.573062909
AT4G19860	-1.887038599	0.042140183	-0.61941379	-0.289189368	-1.38979546	-0.218099143	0.109616953	-1.558301008	-0.5744028	-0.068724246	-0.217678131	-0.630631913
AT3G05000	-1.413955206	-2.795854457	-1.722642164	-2.2861656	-2.177343696	-1.172408532	-1.215302931	-2.049821951	-1.543438	-1.993767411	-0.406921592	-1.359951365
AT1G60170	-1.367401951	-1.450810425	-2.151490683	-1.551681118	-2.152900474	-1.366685626	-3.267287106	-1.729125741	-2.432713	-1.520569512	-2.386361799	-1.962566299
AT3G50370	-0.712839237	-0.158754801	-0.354064806	1.384116481	0.247513796	0.468446195	-0.551409942	-0.589579656	-0.4297209	-0.112331862	-1.268843326	-0.434059778
AT2G41780	-0.285995488	-0.94014368	-1.755896984	-1.062586941	-3.332023442	0.043715994	-1.204931997	0.905324026	-0.383546	0.766508866	0.818086144	-0.230312372
AT3G61630	-0.285995488	-1.992232913	-1.425870609	-0.904926236	-2.423164416	0.896097997	-1.95113538	-0.30482421	0.836273962	0.788700067	-0.382199091	-0.580125401
AT2G19180	-1.272613279	-1.667515646	-2.351484667	-2.684243016	-1.870479621	-0.168328244	-1.539851328	-1.984844651	-0.4065685	-0.818481925	-0.177712935	-1.564542911
AT5G20140	-2.337510436	-2.104537602	-1.636319181	-1.163688246	-1.886306846	0.011725937	-1.172212653	-0.418815636	-1.033795	-0.547795438	0.158776231	-0.617424422
AT1G59960	-1.1997751	-1.033308784	-1.407981453	-2.280223117	-3.31823416	0.321633125	-0.413712944	-0.491688065	-0.4017286	0.044345253	-0.474232404	-0.098743455
AT3G15820	-1.251059319	-1.598260124	-1.984434277	-1.448805081	-2.516292525	-0.801611733	-2.226808109	-1.447224479	-1.873631	-1.175127192	0.234521186	-1.983500764
AT1G79380	-1.680764604	-0.835924032	-2.384989732	-0.613576849	-2.702637394	-0.6974382	-2.073826553	-0.920246286	-1.35967	-0.356541175	-0.85233818	-0.771569766
AT2G46340	-1.93689384	-1.386265849	-1.936839208	-0.443882402	-1.263691059	-0.514179206	-1.686014841	-2.703886425	-1.705967	-1.789141761	-3.854883781	-2.90050682
AT5G11200	-1.531205396	-2.033977424	-1.137977428	-1.11102875	-1.483292456	-2.134601889	-1.23240311	0.118973015	-1.314762	-0.473855174	-2.130968457	-1.174214921
AT5G04870	-1.006868414	-1.843372622	-0.918379686	-2.139740976	-1.883137818	-0.837977604	-1.530235633	-0.392538	-1.607787	-0.597653633	-1.301113904	-1.953993599
AT3G23710	-0.521066151	-1.699387293	-0.918249285	-2.081843694	-2.524364698	-1.030517713	-1.914549093	-3.067164681	-1.998846	-2.21895591	-1.527832444	-1.288565192
AT5G10460	-1.759526007	-1.690320935	-2.074158069	-1.781239446	-2.414915865	-1.914966287	-0.9025516	-1.906392881	-1.147818	-1.089979761	0.065791341	-0.545551355
AT1G02120	-1.406658466	-1.387608893	-2.75087588	-2.606725562	-1.396457662	-1.513164518	-2.278318359	-1.867993912	-1.201244	-2.572840576	-4.005810206	-1.648540831
AT4G36660	-1.406658466	-1.98891006	-2.545083838	-1.311456595	-2.074447604	-1.576199987	-2.183463725	-0.855198489	-1.314978	-0.469184715	-1.175886425	-1.567662051
AT1G07210	-1.629973896	-1.512043133	-1.1538462	-2.033822459	-1.931788973	-1.271931939	-1.853919742	-0.574920731	-1.773583	-1.266979303	-0.649544433	-1.544035844
AT2G45730	-1.026204326	-1.366806349	-1.621737866	-1.65491829	-3.090110719	-1.647551851	-2.450145796	-2.175429395	-1.528362	-2.723538021	-1.519599301	-1.82422041
AT4G00730	-1.026204326	-2.217624989	-1.454237018	-1.460135972	-1.213938189	-1.854791912	-1.765962724	-1.600968715	-1.450463	-0.736066936	-0.04849119	-1.447235161
AT4G21710	-0.830784194	-2.621955469	-1.061642455	-0.613342485	-1.246695537	-0.679506403	-2.517146728	-1.445624753	-1.730324	-1.283027647	-2.130968457	-2.148229825
AT1G04295	-0.708579222	-0.233196412	-0.351161952	-0.209418285	-1.602025888	-0.203911495	-1.708458123	-0.642281054	-1.194418	-0.886649194	-0.67151832	-1.545359983
AT4G37120	-1.414608729	-1.570331698	-1.404715648	-1.922513379	-0.536573628	0.019348548	-3.163819454	-1.966996531	-1.470395	-2.27465156	-2.056929066	-1.0166947
AT3G14010	-0.880865384	-1.30676509	-2.228696169	-0.467921911	-0.899985578	-1.060878478	-1.240681034	-1.715745794	-1.004913	-1.67530905	-2.009103601	-1.886169944
AT3G20770	-1.743088971	-1.001160875	-1.600596521	-1.055393875	-2.161000986	-0.655051656	-1.191457585	-2.450455856	-1.462607	-2.857262587	-1.751225948	-0.646989569
AT1G01820	-1.724633137	-2.486724632	-1.716520269	-1.218372031	-2.063306872	-0.692784447	-2.549104797	-2.306748495	-1.210516	-1.609465125	-1.351765478	-1.354202283
AT1G54210	-0.560606495	-0.522399858	-0.740939544	-1.141594255	-1.623978484	0.369494766	-0.423929405	-0.40862673	-0.07137933	0.711864764	0.403063603	-2.432314942
AT4G17800	-0.560606495	-0.104543488	0.009871707	-1.141594255	-3.391328101	-0.011653344	0.129071891	1.147023645	-0.2212386	1.457552709	1.399248776	0.4334391
AT3G45190	-1.231885594	-1.70965162	-1.840038501	-1.468398418	-1.403403117	-1.103929853	-2.472950722	-1.369423029	-2.483179	-1.218607827	-2.281485457	-2.238889829
AT4G30890	-1.303029795	-1.505790691	-0.715319154	-0.313711463	-0.600436009	-0.517217911	-2.059659751	-1.899399387	-2.983166	-1.439631642	-2.900247924	-1.374513846
AT4G04950	-1.203063063	-2.101724115	-1.36664772	-2.203525284	-1.863331175	-1.317690572	-2.345731224	-1.551860549	-3.29216	-1.249957515	-1.351859197	-2.373089733
AT4G20300	-1.203063063	-1.132176233	-1.217051972	-1.781297921	-1.438417166	-0.456823333	-1.359326824	-0.68875027	-1.149422	-0.159182711	-0.149224705	-1.166716297
AT5G22140	-0.659587602	0.207425607	0.711100849	2.309890351	-1.756029162	-0.069469191	-0.278993657	0.754206907	-0.3374691	1.899587143	1.165707743	0.788876083
AT5G19350	-1.386901792	-2.757296571	-1.731276577	-4.777841548	-1.341111471	-1.766095375	-1.911453172	-1.695797417	-1.024548	-1.882872186	-1.769187504	-3.056803314
AT3G11450	-1.083413136	-2.313851135	-1.253442011	-1.278815266	-2.007551977	-1.157185234	-1.820164653	0.305289122	0.468018175	-0.272034372	0.407696249	0.018621728
AT5G35730	-1.083413136	-0.34484038	-1.06600695	-0.880530214	-2.372075536	-0.476819406	-1.851193685	-0.454977868	-1.386978	-1.835754139	-0.102952853	-0.157418892
AT3G49990	-1.259920291	-3.654887318	-0.492873019	-1.366602089	-1.475696073	-1.756230088	-2.158576814	-0.566786711	-2.428147	-1.359676795	-2.743964516	-1.418637106
AT4G34138	-0.688343711	-2.062628542	-1.207296287	0.057670559	1.231947084	2.174750726	2.328198675	1.392144848	1.239339204	1.123458909	0.756987573	0.895535539
AT4G33540	-0.929089267	-1.457527344	-2.175679962	-1.741413629	-2.6909877	-0.481275363	1.056499219	1.179243606	1.501492218	0.564426655	0.924946007	-1.002045741
AT3G15354	-2.018077771	-1.761705569	-1.84574091	-1.229192736	-1.618492226	-1.477150311	-0.712714615	-0.934247746	-1.760336	-1.760015881	-1.617618647	-2.420784674
AT3G19630	-0.821142617	-3.504395181	-0.999948351	-1.451185413	-2.196118184	-1.7499306	-1.968279019	-1.84817559	-1.063374	-1.525833223	-0.193061764	-0.434061662
AT4G25880	-0.791099939	-2.09475544	-1.182080067	-0.483491161	-1.377811529	-0.614352524	-2.788812816	-0.53926384	-2.039315	-1.024657635	-1.248914999	-1.847885174
AT5G24460	-1.457612547	-1.068474253	-1.59124032	-1.894128568	-1.88128412	0.754257261	-0.958246648	-0.439106231	0.294930077	-0.445823028	-0.975197305	0.359845417
AT2G23340	-0.552858527	-0.819985169	-0.219055754	-0.288028566	0.119054568	1.75550354	-1.383452071	-0.718948353	-1.66838	-0.790245716	-0.873957398	-1.713890405
AT5G16830	-1.900890518	-1.188095541	-1.949589318	-1.099169615	-3.379920124	-1.27133164	-0.232659234	-1.780965689	0.238989041	-0.87093504	0.509428859	-3.115395664
AT5G56040	-0.902775751	-0.501350461	-1.411569717	-0.27033091	-0.803010154	-0.403979557	-1.077906795	-0.379455629	-1.892524	-0.257350346	-1.595449347	-0.653444906
AT2G33840	-1.288741537	-0.991829065	-0.258298887	-2.206259147	-1.920640744	-0.167401139	-2.35151642	-0.491189443	-2.031206	0.198980595	-0.54762622	-0.556044717
AT3G60620	-1.152094439	-2.250075053	-2.370042475	-1.112812059	-0.694701634	-1.607082256	-1.320867522	-0.922648843	-1.60288	-0.274759822	-1.361191394	-1.308548204
AT1G55810	-0.881529362	-2.899457227	-2.867828178	-1.713024316	-0.96547589	0.30347901	-0.081386257	0.220300583	0.466458615	0.79838515	-0.175511178	0.220562082
AT5G10170	-0.881529362	-1.182547114	-0.414132729	-0.386663904	-1.026963416	0.44477415	-1.639621463	-0.137680151	-0.6773955	0.484733713	0.372209626	-0.021693402
AT5G19450	-0.881529362	-1.081793608	-1.420983813	-1.329319353	-1.420036108	-1.266148358	-0.60663761	-1.213017429	-0.5464899	-1.042137023	-1.540940075	-1.50880665
AT2G22370	-0.458804354	-1.980607249	-2.619178402	-1.606724178	-2.603741375	-0.718858177	-1.301376881	-1.53170863	-0.9924646	-1.11325413	-1.438807667	-0.192685241
AT5G14590	-1.806176101	-1.245566801	-1.932944404	-1.113925833	-1.154186387	-1.175536097	-0.921268306	-2.469987576	-2.386474	-1.939040657	-1.318210202	-1.323231027
AT1G79830	-1.23765852	-1.307002101	-1.588724309	-0.728757304	-1.424136655	-1.118659904	-1.90781505	-1.491546155	-1.218468	-1.644023704	-1.76355737	-0.336126083
AT4G14000	-1.079620863	-2.439472061	-1.461984147	-2.599953574	-3.213206352	-2.195032513	-2.333343852	-2.283873586	-1.569662	-1.254786293	-2.87402235	-1.902488749
AT4G25320	-0.552088042	-3.531296057	-1.541113659	-2.33319333	-1.477619366	-0.981378886	-2.461288046	-0.468366122	-0.9485666	-0.014570609	-1.415465126	-1.040641997
AT5G63620	-0.552088042	-0.314041721	-2.640484743	-1.477515994	-1.799568877	-1.110832388	-2.092053477	-1.666593703	-1.538761	-1.130698884	-0.937313105	-0.886271605
AT2G26910	-1.504588721	-1.425383181	-0.185555393	-0.10177472	-0.084080263	-0.02628331	-0.786414829	-1.425082477	-0.1861911	-0.921546502	-0.253822574	-0.946808171
AT2G35900	-0.557622994	-3.163296818	-3.291721493	-1.511443915	-2.376447237	-2.383492759	-1.585181008	-1.894354813	-1.538038	-2.323337112	-0.495250451	-1.882962198
AT5G02590	-0.899988166	-2.281388794	-0.044976378	-0.854139563	0.035095092	-1.198969152	-1.294114278	0.064299669	-0.4079451	-0.199679243	-0.333604704	-0.730301876
AT4G37270	-1.67516267	-1.508710549	-2.069956395	-0.790145723	-1.013138672	-1.711292683	-1.325301301	-1.597934705	-1.530711	-1.691363905	-1.442086477	-2.302126632
AT4G35040	-1.410470673	-1.382924204	-1.875619959	-1.910407972	-2.894516646	-0.855139229	-3.052903153	-1.874522261	-1.601809	-1.203928609	0.059851756	-1.861051566
AT2G01350	-2.566711404	-0.877253399	-2.190139015	-2.140957994	-2.597567572	-1.132501318	-1.605204412	-2.366545147	-1.876815	-2.088030035	-1.421244227	-1.315963788
AT3G06420	-1.491446772	-0.001588692	0.5120118	0.132316884	-0.338677627	1.112894398	1.325087513	0.809821054	1.321498137	1.53794577	1.854437213	1.03407792
AT1G70000	-2.377647638	-0.941095246	-2.845240917	-1.984423879	-1.855624099	-0.406297413	-0.82265564	-0.46094647	-0.9421565	-0.192456904	-0.456869006	-1.265321301
AT2G43790	-2.072114884	-0.688451285	-1.634168158	-1.056079545	-1.232811572	-0.645912762	-0.865283435	-0.677215026	-0.5215398	-0.934223356	-0.945611313	-1.285527252
AT2G18560	-0.419479743	-1.327595371	-3.240658193	-1.97490178	-2.642507925	-1.104523363	-2.853802047	-2.91108337	-2.222408	-1.515750831	-1.098045788	-2.877533854
AT4G36720	-0.419479743	-2.06850815	-1.691319354	-3.846344398	-1.262212243	-1.496502329	-1.598937869	-0.697530781	-1.677722	-0.950274892	-0.209066086	-3.084728868
AT5G53310	-1.738240913	-1.616031792	-0.675340256	-1.064577942	-1.535300772	-1.660660978	-0.718593032	-2.233311458	-1.532857	-0.394740048	-0.132418158	-3.392806205
AT1G53800	-1.023812816	-2.31067457	-1.265234217	-0.32289362	-0.954413892	-0.372642445	-2.481529341	-1.307289124	-0.7537031	-0.270307567	-0.870351519	-1.949894327
AT3G27340	-1.815127463	-1.608868926	-2.46437939	-2.684628487	-2.5920769	-1.886649591	-1.850959315	-1.238904231	0.300403665	0.018359088	0.261704478	-0.958703202
AT5G41770	-0.944741998	-2.150960395	-1.425667348	-0.966973452	-1.191908667	-1.437702306	-2.218552502	-1.306980835	-2.111557	-1.822428364	-2.941949262	-1.835049736
AT4G37460	-1.42353658	-1.251847556	-2.094878578	-0.102391273	-1.105060524	-0.612718816	-1.634570645	-1.697744379	-1.840392	-1.851660006	-1.324990747	-2.224047079
AT5G19090	-1.056766104	-1.417633865	-1.394728538	-0.479124082	-0.676418179	-0.554048187	-1.985539563	-0.809179656	-2.569671	-1.067580524	-1.406929829	-1.594609552
AT1G63310	-0.514686356	-0.854437857	-1.32139804	-1.501372382	-1.199674205	-0.437626202	-1.039669158	-1.178263774	-1.006466	-1.149768235	-1.930850598	-1.006066344
AT1G21780	-2.157956662	-2.087001927	-1.275498523	-1.906129956	-5.347879925	0.010010517	-1.263605461	0.156673623	0.1189874	-0.561097875	-0.588689234	-0.634114014
AT1G01910	-1.593024391	-2.982438468	-1.515453329	-3.29982615	-1.83059065	-0.300979521	-2.41759617	-1.695490848	-2.456375	-1.04040022	-1.489257893	-2.664443014
AT5G65250	-1.264767819	-1.386628704	-2.942641773	-2.35299616	-2.53746558	-1.009371581	-2.059659751	-1.122482249	-1.068665	-0.734663954	-0.496066398	-0.440916818
AT5G18900	-1.189872269	-1.954773703	-1.704930738	-0.799890528	-2.369319096	-1.338547796	-1.131232241	-0.606907053	-1.737158	-0.499857885	-0.129029737	-1.05980384
