Gene	ZT0_effect.size	ZT0_p.value	ZT0_q.value	ZT0_Mean	ZT0_CV2	ZT0_TechNoise	ZT0_BioVar	ZT0_Stable	ZT0_Type
AT1G66680	-0.011982084	0.999996211	0.999999999	41.64285714	0.001828199	0.013810283	-0.011982084	-0.000460604	Stable
AT5G24520	-0.012421678	0.999996054	0.999999999	39.92857143	0.001878268	0.014299946	-0.012421678	-0.000457169	Stable
AT4G12060	-0.006194681	0.999997786	0.999999999	94.71428571	0.001224976	0.007419657	-0.006194681	-0.000455195	Stable
AT5G40930	-0.011881799	0.999996073	0.999999999	42	0.001831502	0.013713301	-0.011881799	-0.000448064	Stable
AT1G71350	-0.029495196	0.999992712	0.999999999	15.42857143	0.003693152	0.033188348	-0.029495196	-0.00044118	Stable
AT4G16420	-0.026813495	0.999993056	0.999999999	17.07142857	0.003412459	0.030225954	-0.026813495	-0.00043974	Stable
AT3G20790	-0.011995975	0.999995921	0.999999999	41.5	0.001853568	0.013849543	-0.011995975	-0.000438973	Stable
AT4G15940	-0.012841563	0.999995667	0.999999999	38.35714286	0.001945691	0.014787254	-0.012841563	-0.000436156	Stable
AT5G60580	-0.026394009	0.999993052	0.999999999	17.35714286	0.003373991	0.029767999	-0.026394009	-0.000434594	Stable
AT2G15230	-0.018533407	0.999994343	0.999999999	25.42857143	0.002549212	0.021082619	-0.018533407	-0.000432194	Stable
AT4G11150	-0.003166194	0.999998484	0.999999999	280.5	0.000932205	0.0040984	-0.003166194	-0.000431656	Stable
AT3G62560	-0.009951616	0.999996328	0.999999999	51.64285714	0.001650215	0.011601832	-0.009951616	-0.000428258	Stable
AT1G53760	-0.022011883	0.999993494	0.999999999	21.07142857	0.002932844	0.024944728	-0.022011883	-0.000416381	Stable
AT1G59710	-0.023817461	0.999993196	0.999999999	19.35714286	0.003123386	0.026940847	-0.023817461	-0.000415946	Stable
AT2G30105	-0.02357381	0.999993226	0.999999999	19.57142857	0.003098399	0.026672209	-0.02357381	-0.000415349	Stable
AT4G16650	-0.02357381	0.999993226	0.999999999	19.57142857	0.003098399	0.026672209	-0.02357381	-0.000415349	Stable
AT5G26760	-0.02357381	0.999993226	0.999999999	19.57142857	0.003098399	0.026672209	-0.02357381	-0.000415349	Stable
AT1G01620	-0.002304048	0.999998585	0.999999999	625.1428571	0.000860892	0.00316494	-0.002304048	-0.000414068	Stable
AT5G48840	-0.038075037	0.999991444	0.999999999	11.78571429	0.004628099	0.042703136	-0.038075037	-0.000412403	Stable
AT5G22510	-0.009049487	0.999996341	0.999999999	57.78571429	0.001574706	0.010624193	-0.009049487	-0.000410659	Stable
AT2G27500	-0.013218609	0.999995087	0.999999999	37	0.002022813	0.015241422	-0.013218609	-0.000402288	Stable
AT4G36800	-0.004121444	0.999997662	0.999999999	169.9285714	0.001078704	0.005200148	-0.004121444	-0.000390085	Stable
AT2G05170	-0.02362551	0.999992827	0.999999999	19.5	0.003135589	0.026761099	-0.02362551	-0.000386624	Stable
AT2G05840	-0.005854387	0.99999694	0.999999999	100.6428571	0.001269884	0.007124271	-0.005854387	-0.000382155	Stable
AT4G38130	-0.007798471	0.999996281	0.999999999	69.14285714	0.001475703	0.009274174	-0.007798471	-0.000381089	Stable
AT1G04710	-0.028081065	0.999992076	0.999999999	16.21428571	0.003615589	0.031696654	-0.028081065	-0.000376677	Stable
AT1G30120	-0.005500415	0.999996971	0.999999999	109.5714286	0.001239318	0.006739732	-0.005500415	-0.000376099	Stable
AT1G11630	-0.060554319	0.999989594	0.999999999	7.285714286	0.007038713	0.067593032	-0.060554319	-0.000372256	Stable
AT1G34360	-0.060554319	0.999989594	0.999999999	7.285714286	0.007038713	0.067593032	-0.060554319	-0.000372256	Stable
AT2G27150	-0.060554319	0.999989594	0.999999999	7.285714286	0.007038713	0.067593032	-0.060554319	-0.000372256	Stable
AT4G26980	-0.060554319	0.999989594	0.999999999	7.285714286	0.007038713	0.067593032	-0.060554319	-0.000372256	Stable
AT4G23490	-0.042218731	0.999990607	0.999999999	10.57142857	0.005113221	0.047331952	-0.042218731	-0.000368121	Stable
AT1G05270	-0.014993474	0.999994051	0.999999999	32	0.002253606	0.01724708	-0.014993474	-0.00036251	Stable
AT5G26210	-0.009895737	0.999995316	0.999999999	51.57142857	0.001718833	0.011614569	-0.009895737	-0.000360854	Stable
AT1G61780	-0.005971788	0.99999653	0.999999999	97.42857143	0.001308171	0.007279959	-0.005971788	-0.000358696	Stable
AT5G13510	-0.00271142	0.999997684	0.999999999	372.2857143	0.00096953	0.00368095	-0.00271142	-0.000354574	Stable
AT1G36990	-0.044834246	0.999990244	0.999999999	9.928571429	0.005406632	0.050240878	-0.044834246	-0.000351751	Stable
AT5G55910	-0.009570651	0.99999517	0.999999999	53.57142857	0.001700103	0.011270753	-0.009570651	-0.00034684	Stable
AT3G63120	-0.010457101	0.999994833	0.999999999	48.21428571	0.001798713	0.012255814	-0.010457101	-0.000342045	Stable
AT4G10970	-0.01732725	0.999993115	0.999999999	27.21428571	0.002529817	0.019857067	-0.01732725	-0.000334869	Stable
AT4G25740	-0.003276752	0.999997119	0.999999999	246.8571429	0.001052404	0.004329156	-0.003276752	-0.000333434	Stable
AT1G32400	-0.006553748	0.999995818	0.999999999	85.57142857	0.001401677	0.007955425	-0.006553748	-0.00032952	Stable
AT3G11940	-0.00225754	0.999996784	0.999999999	563.2142857	0.000990936	0.003248476	-0.00225754	-0.00029198	Stable
AT3G04920	-0.002840199	0.999996466	0.999999999	318.6428571	0.001055519	0.003895718	-0.002840199	-0.000289039	Stable
AT1G22660	-0.042693118	0.999989628	0.999999999	10.42857143	0.005254269	0.047947387	-0.042693118	-0.000285686	Stable
AT2G37585	-0.042693118	0.999989628	0.999999999	10.42857143	0.005254269	0.047947387	-0.042693118	-0.000285686	Stable
AT5G25510	-0.019441783	0.999991827	0.999999999	23.92857143	0.002811659	0.022253442	-0.019441783	-0.000281253	Stable
AT5G39500	-0.042404714	0.999989548	0.999999999	10.5	0.005232862	0.047637576	-0.042404714	-0.000277587	Stable
AT5G41330	-0.042404714	0.999989548	0.999999999	10.5	0.005232862	0.047637576	-0.042404714	-0.000277587	Stable
AT3G11400	-0.005779661	0.999995028	0.999999999	99.92857143	0.001378342	0.007158003	-0.005779661	-0.00027691	Stable
AT3G06670	-0.013252039	0.999992894	0.999999999	36.5	0.002165221	0.01541726	-0.013252039	-0.000276627	Stable
AT2G11520	-0.031558691	0.999990321	0.999999999	14.28571429	0.004092308	0.035650999	-0.031558691	-0.000276563	Stable
AT2G44710	-0.031558691	0.999990321	0.999999999	14.28571429	0.004092308	0.035650999	-0.031558691	-0.000276563	Stable
AT5G41940	-0.014170566	0.999992688	0.999999999	33.85714286	0.002262403	0.016432969	-0.014170566	-0.000276179	Stable
AT2G01060	-0.012893403	0.99999295	0.999999999	37.64285714	0.002128805	0.015022207	-0.012893403	-0.000275419	Stable
AT1G45150	-0.04570651	0.999989267	0.999999999	9.714285714	0.005589566	0.051296076	-0.04570651	-0.000269312	Stable
AT1G73970	-0.04570651	0.999989267	0.999999999	9.714285714	0.005589566	0.051296076	-0.04570651	-0.000269312	Stable
AT2G46340	-0.014270779	0.999992512	0.999999999	33.57142857	0.002281575	0.016552354	-0.014270779	-0.000268376	Stable
AT1G80350	-0.023916838	0.999990962	0.999999999	19.14285714	0.003298662	0.0272155	-0.023916838	-0.000266828	Stable
AT2G47210	-0.015518512	0.999992103	0.999999999	30.57142857	0.002422113	0.017940625	-0.015518512	-0.000260055	Stable
AT4G24200	-0.0576803	0.999988597	0.999999999	7.642857143	0.006866572	0.064546872	-0.0576803	-0.000254286	Stable
AT4G38640	-0.01708198	0.9999917	0.999999999	27.5	0.00259377	0.019675749	-0.01708198	-0.000253648	Stable
AT2G30620	-0.00444195	0.999994924	0.999999999	143.7857143	0.001266368	0.005708318	-0.00444195	-0.000250818	Stable
AT3G58760	-0.027272549	0.999990331	0.999999999	16.64285714	0.003669818	0.030942368	-0.027272549	-0.000250611	Stable
AT5G58070	-0.005748848	0.999994317	0.999999999	99.92857143	0.001409155	0.007158003	-0.005748848	-0.000246097	Stable
AT3G27570	-0.015568652	0.999991775	0.999999999	30.42857143	0.002444909	0.018013561	-0.015568652	-0.000244205	Stable
AT1G32160	-0.007884807	0.999993497	0.999999999	66.71428571	0.001639415	0.009524222	-0.007884807	-0.000241191	Stable
AT1G76150	-0.013769458	0.999992009	0.999999999	34.85714286	0.002261075	0.016030533	-0.013769458	-0.000239179	Stable
AT5G22850	-0.022043945	0.99999071	0.999999999	20.85714286	0.003132353	0.025176298	-0.022043945	-0.000238927	Stable
AT3G06620	-0.03703608	0.99998935	0.999999999	12.07142857	0.004713259	0.041749339	-0.03703608	-0.000236406	Stable
AT5G59613	-0.002399772	0.999995414	0.999999999	447	0.001067943	0.003467715	-0.002399772	-0.000235853	Stable
AT4G28990	-0.040495736	0.999989048	0.999999999	11	0.005085823	0.045581559	-0.040495736	-0.000228815	Stable
AT1G78890	-0.006888817	0.999993453	0.999999999	78.71428571	0.001550111	0.008438928	-0.006888817	-0.000227133	Stable
AT2G21270	-0.009864516	0.999992545	0.999999999	50.92857143	0.0018663	0.011730817	-0.009864516	-0.000224457	Stable
AT2G17390	-0.005394821	0.999993872	0.999999999	108.2857143	0.001396377	0.006791198	-0.005394821	-0.000223941	Stable
AT1G58110	-0.014561393	0.999991523	0.999999999	32.71428571	0.002361628	0.016923021	-0.014561393	-0.000223625	Stable
AT3G19870	-0.036197893	0.999989193	0.999999999	12.35714286	0.004641755	0.040839648	-0.036197893	-0.000221273	Stable
AT5G16840	-0.009388909	0.999992512	0.999999999	53.92857143	0.001823132	0.011212041	-0.009388909	-0.000218219	Stable
AT2G31670	-0.005196604	0.999993704	0.999999999	113.7142857	0.001385212	0.006581816	-0.005196604	-0.000215165	Stable
AT4G17080	-0.01794113	0.999990721	0.999999999	26	0.002730997	0.020672127	-0.01794113	-0.000211314	Stable
AT5G40810	-0.004728839	0.999993566	0.999999999	129.3571429	0.00134791	0.006076749	-0.004728839	-0.000204365	Stable
AT5G54680	-0.005010786	0.999993317	0.999999999	119.0714286	0.001383121	0.006393906	-0.005010786	-0.00019936	Stable
AT2G25420	-0.073014842	0.999987646	0.999999999	6	0.008547009	0.081561851	-0.073014842	-0.000194324	Stable
AT4G09720	-0.009526199	0.999991854	0.999999999	52.85714286	0.001864359	0.011390558	-0.009526199	-0.000193993	Stable
AT1G47500	-0.024804473	0.999989601	0.999999999	18.35714286	0.003472946	0.028277419	-0.024804473	-0.000193679	Stable
AT2G17530	-0.024804473	0.999989601	0.999999999	18.35714286	0.003472946	0.028277419	-0.024804473	-0.000193679	Stable
AT3G13110	-0.00728431	0.999992312	0.999999999	72.92857143	0.001633297	0.008917607	-0.00728431	-0.000189536	Stable
AT5G19590	-0.003344066	0.999993648	0.999999999	220.1428571	0.00121856	0.004562626	-0.003344066	-0.000189513	Stable
AT3G58460	-0.013494874	0.999990893	0.999999999	35.5	0.002288923	0.015783797	-0.013494874	-0.000187833	Stable
AT3G14290	-0.00695167	0.999992244	0.999999999	77.21428571	0.001604472	0.008556142	-0.00695167	-0.000183936	Stable
AT3G49910	-0.002085283	0.999993792	0.999999999	609.4285714	0.001099247	0.003184529	-0.002085283	-0.000177579	Stable
AT4G15430	-0.01445769	0.999990476	0.999999999	32.85714286	0.00240221	0.016859901	-0.01445769	-0.000177032	Stable
AT5G45290	-0.027303825	0.999988988	0.999999999	16.57142857	0.003761548	0.031065373	-0.027303825	-0.000170597	Stable
AT5G13120	-0.004315785	0.999992642	0.999999999	146	0.001342437	0.005658222	-0.004315785	-0.000169979	Stable
AT3G27090	-0.003872495	0.999992785	0.999999999	171.8571429	0.001296288	0.005168783	-0.003872495	-0.000169514	Stable
AT1G63690	-0.008391096	0.999991422	0.999999999	61.21428571	0.001772758	0.010163853	-0.008391096	-0.000168766	Stable
AT3G19650	-0.037393699	0.999988367	0.999999999	11.92857143	0.004826827	0.042220526	-0.037393699	-0.000167712	Stable
AT1G27530	-0.00478164	0.999992309	0.999999999	125.8571429	0.001397212	0.006178852	-0.00478164	-0.000164787	Stable
AT2G46030	-0.007096715	0.999991623	0.999999999	75	0.001641026	0.008737741	-0.007096715	-0.000164677	Stable
AT2G26240	-0.007646762	0.999991477	0.999999999	68.42857143	0.001699113	0.009345875	-0.007646762	-0.000164508	Stable
AT1G22450	-0.005033007	0.999992215	0.999999999	117.2142857	0.001424097	0.006457103	-0.005033007	-0.000164403	Stable
AT3G14860	-0.024593901	0.999989069	0.999999999	18.5	0.003483733	0.028077634	-0.024593901	-0.000163864	Stable
AT4G16830	-0.00828124	0.999991061	0.999999999	62.07142857	0.001775475	0.010056715	-0.00828124	-0.000155845	Stable
AT1G70160	-0.008739697	0.999990952	0.999999999	58.21428571	0.001823988	0.010563685	-0.008739697	-0.000155614	Stable
AT1G10720	-0.025323285	0.999988808	0.999999999	17.92857143	0.003572593	0.028895878	-0.025323285	-0.000152933	Stable
AT3G08610	-0.002793139	0.999992518	0.999999999	298.4285714	0.00120354	0.003996679	-0.002793139	-0.000150633	Stable
AT2G01440	-0.035723474	0.999988091	0.999999999	12.5	0.004676923	0.040400397	-0.035723474	-0.000144271	Stable
AT2G44950	-0.035723474	0.999988091	0.999999999	12.5	0.004676923	0.040400397	-0.035723474	-0.000144271	Stable
AT4G29120	-0.013570729	0.999989691	0.999999999	35.14285714	0.002349029	0.015919758	-0.013570729	-0.000140675	Stable
AT5G17770	-0.00424465	0.999991557	0.999999999	148	0.001369613	0.005614263	-0.00424465	-0.000138616	Stable
AT3G17410	-0.008016625	0.999990531	0.999999999	64.35714286	0.001768338	0.009784963	-0.008016625	-0.000137101	Stable
AT2G32580	-0.012819606	0.999989677	0.999999999	37.42857143	0.002274836	0.015094442	-0.012819606	-0.000136267	Stable
AT3G45030	-0.002758589	0.999991885	0.999999999	302.2142857	0.001218154	0.003976743	-0.002758589	-0.000134121	Stable
AT5G55940	-0.007038681	0.999990637	0.999999999	75.35714286	0.001669048	0.008707729	-0.007038681	-0.000133797	Stable
AT1G51350	-0.034387383	0.999987929	0.999999999	13	0.004551661	0.038939044	-0.034387383	-0.000130356	Stable
AT1G50740	-0.019674012	0.99998878	0.999999999	23.42857143	0.00300302	0.022677032	-0.019674012	-0.000130234	Stable
AT1G04830	-0.027375075	0.999988244	0.999999999	16.5	0.003814367	0.031189443	-0.027375075	-0.000129593	Stable
AT1G10820	-0.027375075	0.999988244	0.999999999	16.5	0.003814367	0.031189443	-0.027375075	-0.000129593	Stable
AT1G31814	-0.054101897	0.999987349	0.999999999	8.142857143	0.006629259	0.060731156	-0.054101897	-0.000128198	Stable
AT2G41520	-0.054101897	0.999987349	0.999999999	8.142857143	0.006629259	0.060731156	-0.054101897	-0.000128198	Stable
AT1G34010	-0.017119523	0.999988938	0.999999999	27.21428571	0.002737544	0.019857067	-0.017119523	-0.000127143	Stable
AT2G47600	-0.028302355	0.999988067	0.999999999	15.92857143	0.003919706	0.032222061	-0.028302355	-0.000122599	Stable
AT4G36720	-0.028302355	0.999988067	0.999999999	15.92857143	0.003919706	0.032222061	-0.028302355	-0.000122599	Stable
AT1G30130	-0.012010416	0.999989398	0.999999999	40.21428571	0.00220502	0.014215437	-0.012010416	-0.000122368	Stable
AT5G42090	-0.00876709	0.999989796	0.999999999	57.71428571	0.001867275	0.010634365	-0.00876709	-0.000119058	Stable
AT2G26030	-0.029965302	0.999987863	0.999999999	15	0.004102564	0.034067866	-0.029965302	-0.000115532	Stable
AT4G14740	-0.030952236	0.999987806	0.999999999	14.5	0.004207445	0.035159682	-0.030952236	-0.000114633	Stable
AT2G04880	-0.02557429	0.999988043	0.999999999	17.71428571	0.00364204	0.02921633	-0.02557429	-0.000114005	Stable
AT4G31580	-0.00989835	0.999989443	0.999999999	50.07142857	0.001992106	0.011890456	-0.00989835	-0.000113855	Stable
AT1G53210	-0.004388747	0.999990288	0.999999999	139.5714286	0.001419307	0.005808054	-0.004388747	-0.000107379	Stable
AT1G54340	-0.016163814	0.999988524	0.999999999	28.92857143	0.002659069	0.018822883	-0.016163814	-0.000107123	Stable
AT2G27100	-0.016163814	0.999988524	0.999999999	28.92857143	0.002659069	0.018822883	-0.016163814	-0.000107123	Stable
AT1G23890	-0.037983862	0.999987322	0.999999999	11.71428571	0.004964993	0.042948855	-0.037983862	-9.89E-05	Stable
AT3G18370	-0.037983862	0.999987322	0.999999999	11.71428571	0.004964993	0.042948855	-0.037983862	-9.89E-05	Stable
AT1G70180	-0.020960162	0.999987954	0.999999999	21.85714286	0.003174322	0.024134484	-0.020960162	-9.77E-05	Stable
AT1G78882	-0.015353903	0.999988283	0.999999999	30.57142857	0.002586722	0.017940625	-0.015353903	-9.54E-05	Stable
AT3G51370	-0.006482161	0.999989282	0.999999999	82.85714286	0.001655081	0.008137242	-0.006482161	-9.34E-05	Stable
AT4G17300	-0.011904504	0.999988495	0.999999999	40.5	0.002227615	0.014132119	-0.011904504	-9.18E-05	Stable
AT5G20570	-0.005245331	0.999989377	0.999999999	108.7142857	0.001528577	0.006773907	-0.005245331	-9.01E-05	Stable
AT3G07310	-0.010912761	0.99998837	0.999999999	44.64285714	0.002131102	0.013043862	-0.010912761	-8.47E-05	Stable
AT3G51520	-0.011449026	0.999988307	0.999999999	42.28571429	0.002187869	0.013636895	-0.011449026	-8.44E-05	Stable
AT5G46030	-0.006372119	0.999988936	0.999999999	84.5	0.001653681	0.008025799	-0.006372119	-8.42E-05	Stable
AT1G75950	-0.00280238	0.999989434	0.999999999	282.7142857	0.001282758	0.004085138	-0.00280238	-7.98E-05	Stable
AT3G56460	-0.007217489	0.999988493	0.999999999	72.35714286	0.001751548	0.008969038	-0.007217489	-7.62E-05	Stable
AT3G06350	-0.007925971	0.999988395	0.999999999	64.64285714	0.001826374	0.009752345	-0.007925971	-7.60E-05	Stable
AT3G47390	-0.028623569	0.999987181	0.999999999	15.71428571	0.004005086	0.032628654	-0.028623569	-7.59E-05	Stable
AT3G09180	-0.023152052	0.999987305	0.999999999	19.64285714	0.003431914	0.026583965	-0.023152052	-7.34E-05	Stable
AT4G02080	-0.004583382	0.999988607	0.999999999	129.7857143	0.001481243	0.006064625	-0.004583382	-6.99E-05	Stable
AT4G16580	-0.029515415	0.999987029	0.999999999	15.21428571	0.004106498	0.033621913	-0.029515415	-6.91E-05	Stable
AT3G17440	-0.010552952	0.999987792	0.999999999	46.28571429	0.002113304	0.012666256	-0.010552952	-6.65E-05	Stable
AT3G12360	-0.016498329	0.999987391	0.999999999	28.21428571	0.002740192	0.019238521	-0.016498329	-6.56E-05	Stable
AT2G01470	-0.011162215	0.999987693	0.999999999	43.42857143	0.00217911	0.013341324	-0.011162215	-6.50E-05	Stable
AT1G22620	-0.032595802	0.999986805	0.999999999	13.71428571	0.004440438	0.03703624	-0.032595802	-6.04E-05	Stable
AT4G28600	-0.032595802	0.999986805	0.999999999	13.71428571	0.004440438	0.03703624	-0.032595802	-6.04E-05	Stable
AT2G47490	-0.007365238	0.999987625	0.999999999	70.35714286	0.001790386	0.009155624	-0.007365238	-5.51E-05	Stable
AT1G57680	-0.006412623	0.999987513	0.999999999	83.28571429	0.001695124	0.008107746	-0.006412623	-5.06E-05	Stable
AT3G13235	-0.016916238	0.999986864	0.999999999	27.42857143	0.002804487	0.019720725	-0.016916238	-4.72E-05	Stable
AT4G36390	-0.008267927	0.99998717	0.999999999	61.21428571	0.001895927	0.010163853	-0.008267927	-4.56E-05	Stable
AT1G78265	-0.024121775	0.999986646	0.999999999	18.78571429	0.003565403	0.027687179	-0.024121775	-4.50E-05	Stable
AT3G12200	-0.024121775	0.999986646	0.999999999	18.78571429	0.003565403	0.027687179	-0.024121775	-4.50E-05	Stable
AT3G24830	-0.002194529	0.999987397	0.999999999	451.6428571	0.001262263	0.003456792	-0.002194529	-4.05E-05	Stable
AT3G21865	-0.008847334	0.999986887	0.999999999	56.5	0.001963891	0.010811225	-0.008847334	-3.93E-05	Stable
AT3G09570	-0.0145434	0.999986446	0.999999999	32.28571429	0.002572336	0.017115736	-0.0145434	-3.13E-05	Stable
AT1G08770	-0.014254414	0.999986422	0.999999999	33	0.002542912	0.016797326	-0.014254414	-3.04E-05	Stable
AT2G33220	-0.004191995	0.999986358	0.999999999	144.9285714	0.001490276	0.005682271	-0.004191995	-2.44E-05	Stable
AT3G07210	-0.050128143	0.99998601	0.999999999	8.785714286	0.00633526	0.056463404	-0.050128143	-1.57E-05	Stable
AT3G21100	-0.050128143	0.99998601	0.999999999	8.785714286	0.00633526	0.056463404	-0.050128143	-1.57E-05	Stable
AT4G33890	-0.023172166	0.999985928	0.999999999	19.57142857	0.003500043	0.026672209	-0.023172166	-1.37E-05	Stable
AT2G42500	-0.005593027	0.999985536	0.999999999	98.07142857	0.001654978	0.007248005	-0.005593027	-8.85E-06	Stable
AT5G03900	-0.01212797	0.99998563	0.999999999	39.35714286	0.002344677	0.014472647	-0.01212797	-7.21E-06	Stable
AT2G33410	-0.010378946	0.999985536	0.999999999	46.85714286	0.002162175	0.012541121	-0.010378946	-5.76E-06	Stable
ATCG00920	0.111117087	0	0	1197.285714	0.113918977	0.00280189	0.111117087	0.112678594	Variable
AT1G62380	0.116315313	0	0	395.1428571	0.119922468	0.003607154	0.116315313	0.118605392	Variable
AT5G25980	0.131802815	0	0	252.4285714	0.136089507	0.004286692	0.131802815	0.134707713	Variable
AT2G40205	0.137911793	0	0	290.7857143	0.141950301	0.004038508	0.137911793	0.140592144	Variable
AT5G64572	0.137840508	0	0	102.8571429	0.144863189	0.00702268	0.137840508	0.143220825	Variable
AT2G01010	0.148321348	0	0	3345.571429	0.150868518	0.00254717	0.148321348	0.149652393	Variable
AT4G31940	0.147068811	0	0	97.78571429	0.154330966	0.007262155	0.147068811	0.152665795	Variable
AT4G38080	0.163838062	0	0	166.2857143	0.169099439	0.005261377	0.163838062	0.167624819	Variable
AT2G38530	0.167542828	0	0	132.2857143	0.173538295	0.005995468	0.167542828	0.171993761	Variable
AT4G35770	0.190711277	0	0	162.7142857	0.196035345	0.005324067	0.190711277	0.194554753	Variable
AT4G12545	0.189955866	0	0	69.07142857	0.199237144	0.009281278	0.189955866	0.197379675	Variable
